country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,population,host,rank1,rank2,rank3,rank4,host_won,host_top4,year,qtr,q_index,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_log_4q,population_yoy_log_4q,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted_yoy_pct,population_yoy_pct
NOR,2013-Q3,334406.2,236281.5,91937.8,108361.2,116237.1,5080171,0,0,0,0,0,0,0,2013,3,8055,2.0335378925414815,1.8965629006027385,6.551458445037994,-0.20622641225802596,5.7799753217850025,1.2199092836310044,2.0543551437920637,1.914661893311198,6.770830913879844,-0.20601391169490224,5.950281243761912,1.2273805268189664
NOR,2013-Q4,334023.2,237202.9,92338.5,107307.7,116078,5080171,0,0,0,0,0,0,0,2013,4,8056,1.395129519419669,2.2921901038669645,2.2029181944359877,-1.0131370557123986,5.924691856925612,1.2199092836310044,1.4049068672765674,2.3186626613914685,2.2273615966946547,-1.0080221106195109,6.103719818465181,1.2273805268189664
NOR,2014-Q1,337360.9,238681.3,90458.8,110994.9,113751.4,5137427,0,0,0,0,0,0,0,2014,1,8057,1.9730309734161011,1.8678370379488385,4.857821167860443,3.8248276556931415,0.6263896050054285,1.1207448034477707,1.9926238753888992,1.8853902319813765,4.977747346799055,3.898915750956888,0.6283555273258967,1.1270486761173926
NOR,2014-Q2,338964.8,240692.6,91362,110873.8,117390.3,5137427,0,0,0,0,0,0,0,2014,2,8058,1.9840336937427592,2.480951125906472,0.5795972228852975,2.750753693656982,2.3521715186671344,1.1207448034477707,2.003846455931102,2.5119828139148037,0.5812801373934917,2.788936221498073,2.3800532524923312,1.1270486761173926
NOR,2014-Q3,339883.6,241542,90115.8,111532.3,122265.1,5137427,0,0,0,0,0,0,0,2014,3,8059,1.6246784344357224,2.2019480195899277,-2.001675149194604,2.884414369521515,5.055956754159752,1.1207448034477707,1.637948100244535,2.2263698173576874,-1.9817746345899057,2.9264164664104975,5.185951817448986,1.1270486761173926
NOR,2014-Q4,342567,243256.4,88433.2,113462.7,116636.7,5137427,0,0,0,0,0,0,0,2014,4,8060,2.525680736681757,2.5200138081789447,-4.321370788506762,5.577374006960412,0.4801596748441383,1.1207448034477707,2.5578462813361513,2.552034566187844,-4.229330127736541,5.735841882735349,0.4813142886679555,1.1270486761173926
NOR,2015-Q1,344311.6,245766.7,87387.6,115321.5,120133.2,5189898,0,0,0,0,0,0,0,2015,1,8061,2.039378411695303,2.9253522695345424,-3.454110226411089,3.823962565884642,5.458576173991503,1.0161673329822207,2.060315822017289,2.9685610058266088,-3.3951367915559305,3.8980169359132737,5.610304576471159,1.0213478459158545
NOR,2015-Q2,345486.4,247371.7,87359.9,115230.9,119775.5,5189898,0,0,0,0,0,0,0,2015,2,8062,1.905701201030929,2.7371463110888783,-4.479326977935472,3.8545323889144,2.0114876783198454,1.0161673329822207,1.9239755868456057,2.7749502892901567,-4.380486416672147,3.9297832310248193,2.0318544206804123,1.0213478459158545
NOR,2015-Q3,348097.1,248072.5,85670.5,117300.3,118567.6,5189898,0,0,0,0,0,0,0,2015,3,8063,2.387825779042174,2.667767113704045,-5.058696764302084,5.04230781530044,-3.0708376052354325,1.0161673329822207,2.4165626114352134,2.703670583169804,-4.932875256059432,5.171596030925563,-3.024166340190293,1.0213478459158545
NOR,2015-Q4,346117.9,247999.7,85522.7,116555.9,120417.6,5189898,0,0,0,0,0,0,0,2015,4,8064,1.0312209451170062,1.93115053865629,-3.3465626966719952,2.6896837703016985,3.190172591449958,1.0161673329822207,1.036556352479967,1.9499178644426296,-3.2911847586653,2.72618226077821,3.241604057727976,1.0213478459158545
NOR,2016-Q1,347828.2,249869.6,85839.5,116028,121402.8,5236152,0,0,0,0,0,0,0,2016,1,8065,1.0161618389371796,1.655646982415604,-1.787412265069932,0.61076613197244,1.051281542228999,0.8872833614551823,1.021342295757699,1.6694287712696545,-1.7715328032810174,0.6126351114059458,1.0568269221164606,0.8912313883625567
NOR,2016-Q2,347717.7,249784.2,90628.9,114470.1,119385.9,5236152,0,0,0,0,0,0,0,2016,2,8066,0.6437664480268168,0.9705281327585524,3.6736779424344945,-0.6624287940109497,-0.3258053721300058,0.8872833614551823,0.6458430780488023,0.975253030156642,3.7419914629023054,-0.6602395711566844,-0.3252752023577443,0.8912313883625567
NOR,2016-Q3,346650.3,251027.8,92335.8,114750,123640.6,5236152,0,0,0,0,0,0,0,2016,3,8067,-0.416497302895813,1.184264781876898,7.492338965613676,-2.198146426026071,4.189570799319142,0.8872833614551823,-0.4156311557895753,1.1913049612512383,7.780157697223666,-2.174163237434179,4.278571886417537,0.8912313883625567
NOR,2016-Q4,351293.2,253520.1,90731.5,119024.5,122990,5236152,0,0,0,0,0,0,0,2016,4,8068,1.4841733949008784,2.2015573341953143,5.9122757833412365,2.0958368022473195,2.113734966077274,0.8872833614551823,1.495241939235159,2.2259704346416553,6.090546720344436,2.117953702901354,2.13623257729767,0.8912313883625567
NOR,2017-Q1,355274,255075.5,93358.3,117889.9,123241.4,5276965,0,0,0,0,0,0,0,2017,1,8069,2.118064303860301,2.0620397985585015,8.396550521422341,1.591959676589738,1.5031091002178698,0.7764244425125355,2.1406544955239415,2.083446725812177,8.759137693020126,1.604698865791021,1.5144625988856797,0.7794464331822404
NOR,2017-Q2,358696.8,256549.4,92069.2,119930.7,123875.7,5276965,0,0,0,0,0,0,0,2017,2,8070,3.1086519722896,2.672389356925109,1.576732148941673,4.660042244335649,3.69175399588908,0.7764244425125355,3.157475158727885,2.7084179063367353,1.5892281601122882,4.770328670980439,3.760745615688288,0.7794464331822404
NOR,2017-Q3,361154.9,257011.1,90668.4,118568.9,123592.7,5276965,0,0,0,0,0,0,0,2017,3,8071,4.099046136009221,2.355558465321294,-1.8223036871631848,3.273837726608342,-0.03874882598697837,0.7764244425125355,4.184216774080407,2.3835208690033527,-1.805800133859248,3.3280174291938858,-0.03874131959891169,0.7794464331822404
NOR,2017-Q4,359097.3,259305.5,92857.7,117709,127609.4,5276965,0,0,0,0,0,0,0,2017,4,8072,2.1972179997547414,2.25637934434495,2.316361820233226,-1.111387734023772,3.687098465463734,0.7764244425125355,2.2215346041426276,2.282028131102809,2.3433978276563128,-1.1052346365664212,3.7559151150500014,0.7794464331822404
NOR,2018-Q1,360857.1,258799,90610,116088.6,123604.8,5311916,0,0,0,0,0,0,0,2018,1,8073,1.5592712337296533,1.4492118864415815,-2.9880196495426503,-1.5397445387005604,0.29443456089772724,0.6601476950931939,1.5714912996729111,1.4597638738334415,-2.943819671095127,-1.5279510797786666,0.29486844518158417,0.6623314727310037
NOR,2018-Q2,361942.3,260459.3,94966.4,117049.9,127941.2,5311916,0,0,0,0,0,0,0,2018,2,8074,0.9007343461824746,1.5125372323311126,3.0982676607944626,-2.431373636389189,3.2292139882692084,0.6601476950931939,0.9048031652359344,1.5240339677270676,3.1467635213513256,-2.402053852766639,3.2819188912756925,0.6623314727310037
NOR,2018-Q3,364222.6,259689.2,94855.1,117696.4,126660.8,5311916,0,0,0,0,0,0,0,2018,3,8075,0.8458267010393428,1.0366256734055668,4.514156895242927,-0.7385798644468977,2.4521165399519873,0.6601476950931939,0.8494139218379493,1.0420172513949888,4.617595545967523,-0.7358590659102049,2.482428169301265,0.6623314727310037
NOR,2018-Q4,364345.3,261341.9,96670.3,116515.1,127418,5311916,0,0,0,0,0,0,0,2018,4,8076,1.450866194194056,0.7822608485035687,4.023800599659211,-1.0194598592843107,-0.1501015466857325,0.6601476950931939,1.4614423444565094,0.7853285024806533,4.105852287963208,-1.0142809810634643,-0.1499889506572316,0.6623314727310037
NOR,2019-Q1,362730.6,262082,99139.8,119390.7,131482.7,5347893,0,0,0,0,0,0,0,2019,1,8077,0.5178374885527859,1.2605733261572991,8.996639300722187,2.8047615809422055,6.178590480683255,0.675005276402274,0.5191805842257313,1.2685520423185492,9.413751241584812,2.8444653480186544,6.373457988686537,0.6772885715813359
NOR,2019-Q2,365850.2,262428,103661.5,119085.4,133012.7,5347893,0,0,0,0,0,0,0,2019,2,8078,1.0739153145742364,0.7530147711031887,8.760763821181072,1.7240543184035673,3.887382901020331,0.675005276402274,1.0797024829648283,0.7558570571294609,9.155975165953434,1.7390019128593837,3.963930305484098,0.6772885715813359
NOR,2019-Q3,367928.9,264186.3,104963.1,117176.4,134359.4,5347893,0,0,0,0,0,0,0,2019,3,8079,1.0124493795574452,1.716900473009808,10.125839577596809,-0.4427935883761336,5.9005651929116,0.675005276402274,1.0175919890748286,1.7317239222886416,10.656253591003551,-0.44181470291360103,6.078123618357045,0.6772885715813359
NOR,2019-Q4,370978.8,263815.69999999995,105412.8,121700.2,134065.7,5347893,0,0,0,0,0,0,0,2019,4,8080,1.8042873768857604,0.9421241538936088,8.65778510460391,4.353976503697687,5.085695785923683,0.675005276402274,1.820662980968879,0.9465761135125872,9.043625601658412,4.450152812811381,5.217237752907766,0.6772885715813359
NOR,2020-Q1,367439.7,258595.2,101880.6,124508.5,133109.7,5379472,0,0,0,0,0,0,0,2020,1,8081,1.289881358157707,-1.339352721264575,2.7270564134232345,4.197267818890538,1.2298316253492203,0.5887576533471162,1.298236211667847,-1.330423302630468,2.7645809251178655,4.286598537407027,1.2374251517500046,0.5904942376371514
NOR,2020-Q2,348381.9,236140.1,97773.2,110784.5,108521.1,5379472,0,0,0,0,0,0,0,2020,2,8082,-4.892466815278063,-10.555148573771511,-5.848027218260299,-7.225400995416109,-20.3499988265051,0.5887576533471162,-4.774713803627817,-10.017185666163664,-5.680315256869717,-6.9705438282106735,-18.412978610313157,0.5904942376371514
NOR,2020-Q3,360963.8,254074.1,97555.2,113066.9,119134.1,5379472,0,0,0,0,0,0,0,2020,3,8083,-1.9112036683912592,-3.902857933174886,-7.319048817527296,-3.5700812751754185,-12.02685497163074,0.5887576533471162,-1.8930559681503811,-3.8276776653444866,-7.057623107549227,-3.507105526368792,-11.331771353548758,0.5904942376371514
NOR,2020-Q4,363785.1,257151.7,99183.9,116651.2,118909.3,5379472,0,0,0,0,0,0,0,2020,4,8084,-1.9581609441843284,-2.5584570169659315,-6.090836812707856,-4.237235777909376,-11.99689606743224,0.5887576533471162,-1.939113501903611,-2.526005844231382,-5.909054687855752,-4.148719558390212,-11.305203344330438,0.5904942376371514
NOR,2021-Q1,370290.5,251040.9,101817.1,120012.9,113154.1,5408320,0,0,0,0,0,0,0,2021,1,8085,0.7728609158673905,-2.9648030616234777,-0.06234729410987683,-3.6774749662296102,-16.24229937720738,0.5348280494143154,0.7758551947435244,-2.921283921743334,-0.06232786222303277,-3.610677182682309,-14.991845072147258,0.5362608077521314
NOR,2021-Q2,365313.3,255895.5,98698.8,125241.3,118758.4,5408320,0,0,0,0,0,0,0,2021,2,8086,4.745604972064932,8.03438850605147,0.94222774526056,12.26554036439218,9.01465531353729,0.5348280494143154,4.860011384058693,8.365965797422792,0.9466806855048304,13.049478943353998,9.43346501279474,0.5362608077521314
NOR,2021-Q3,382462.9,269848.4,97594,121809,124100.9,5408320,0,0,0,0,0,0,0,2021,3,8087,5.785397880187304,6.023436307072494,0.03976444741891072,7.4474565244806,4.084519499717132,0.5348280494143154,5.956026615411303,6.208543098253627,0.039772354523393,7.731794185566243,4.16908341104687,0.5362608077521314
NOR,2021-Q4,380710.5,273010.4,101024.1,126731.3,129268,5408320,0,0,0,0,0,0,0,2021,4,8088,4.547593510463699,5.984370657090388,1.838339950696266,8.288081147182957,8.352675105538587,0.5348280494143154,4.652581977656589,6.167060143876157,1.8553414415041216,8.641231294663076,8.711429635865308,0.5362608077521314
NZL,1961-Q1,46114.1,35420.7,7312.8,5966.2,4522.6,2432380,0,0,0,0,0,0,0,1961,1,7845,3.968948660785898,0.8480069189516826,9.43479473509612,8.99626315828339,1.987515458018052,2.1068279605293228,4.048763867986471,0.8516126827935011,9.894205337821592,9.413339690806731,2.007398051245035,2.129178265670717
NZL,1961-Q2,46658.8,35599.9,7461.6,6093.2,4523.6,2432380,0,0,0,0,0,0,0,1961,2,7846,4.739258405429325,1.2675537265920411,10.463707203477846,10.166195810024448,1.809085596836546,2.1068279605293228,4.853356584739932,1.2756212394919195,11.030757555466275,10.70091929799062,1.8255486775464291,2.129178265670717
NZL,1961-Q3,47030.6,35838.7,7495.7,6141.9,4490.1,2432380,0,0,0,0,0,0,0,1961,3,7847,4.7296508739103515,1.7661261312891696,8.978894232865464,9.113615841130953,0.665894487726959,2.1068279605293228,4.843283249364649,1.7818143607307713,9.394337419731457,9.541814549929551,0.6681164944062123,2.129178265670717
NZL,1961-Q4,47229.4,36137.1,7415.2,6112.4,4421.9,2432380,0,0,0,0,0,0,0,1961,4,7848,3.9585976108549303,2.34087462969903,5.057525525620754,5.92431407964451,-1.4614859016015558,2.1068279605293228,4.037994285877922,2.3684881448117645,5.1876019575856525,6.103318983474515,-1.4508580343213784,2.129178265670717
NZL,1962-Q1,47255.2,36494.9,7220.1,6004.6,4319.2,2488530,0,0,0,0,0,0,0,1962,1,7849,2.444394072351841,2.9876129793201756,-1.2757434133140677,0.6415633326600556,-4.601684978481657,2.2821972800738166,2.474514302566888,3.03268992425334,-1.2676403019363236,0.6436257584392147,-4.4974129925264394,2.3084386485664243
NZL,1962-Q2,47531.4,36933.8,7135.9,6003.6,4308,2488530,0,0,0,0,0,0,0,1962,2,7850,1.8528996970264444,3.6784292079033776,-4.463148670391348,-1.4814105980386572,-4.883437772089216,2.2821972800738166,1.8701724004903664,3.746920637417528,-4.365015546263551,-1.470491695660725,-4.766115483243438,2.3084386485664243
NZL,1962-Q3,48058.1,37453.9,7162.6,6109.6,4388.3,2488530,0,0,0,0,0,0,0,1962,3,7851,2.1612241921161512,4.408252826551262,-4.5456479241549275,-0.5272835952467858,-2.2933064867974196,2.2821972800738166,2.1847478024945355,4.506859902842475,-4.443881158530882,-0.525895895406947,-2.2672100844079224,2.3084386485664243
NZL,1962-Q4,48835.1,38054.8,7300.1,6322.4,4560.2,2488530,0,0,0,0,0,0,0,1962,4,7852,3.343273657165824,5.170718770747662,-1.5643900888829163,3.3779388159663526,3.0797014235780296,2.2821972800738166,3.3997891144075476,5.306734630061638,-1.5522170676448344,3.435639028859372,3.127614826205938,2.3084386485664243
NZL,1963-Q1,49862.6,38736.9,7548.5,6642.1,4823.6,2541415,0,0,0,0,0,0,0,1963,1,7853,5.3708521950254,5.962010932807971,4.448006480132349,10.09023363913748,11.04503373253607,2.102883783057763,5.517699639404761,6.143324135701156,4.548413456877332,10.616860407021278,11.678088534913876,2.1251501890674485
NZL,1963-Q2,50741.5,39302,7811.5,6838.3,5013.6,2541415,0,0,0,0,0,0,0,1963,2,7854,6.535357093641103,6.214828722126597,9.045862514321712,13.017987343205029,15.168046063418572,2.102883783057763,6.753640751166601,6.412012844603043,9.467621463305264,13.903324671863547,16.378830083565465,2.1251501890674485
NZL,1963-Q3,51471.7,39750.3,8089,6911,5130,2541415,0,0,0,0,0,0,0,1963,3,7855,6.862144645722346,5.950654484871443,12.163207048683589,12.325304051721986,15.616375082957743,2.102883783057763,7.103068993572359,6.1312707087913365,12.933850836288483,13.117061673431962,16.90176150217624,2.1251501890674485
NZL,1963-Q4,52053.2,40081.6,8381.1,6860.2,5172.9,2541415,0,0,0,0,0,0,0,1963,4,7856,6.381695590895653,5.189014998513386,13.809112410531732,8.163771292313093,12.606697747844642,2.102883783057763,6.589727470610285,5.3260035527712635,14.808016328543449,8.506263444261686,13.435814218674611,2.1251501890674485
NZL,1964-Q1,52486.2,40296,8687.7,6685.9,5142.3,2591965,0,0,0,0,0,0,0,1964,1,7857,5.127905515704612,3.945957431681179,14.055936418299808,0.6572652712938165,6.3979912951683815,1.9695262782963852,5.261659039039279,4.024844528085625,15.091740080810755,0.6594299995483333,6.60709843270586,1.9890494075150975
NZL,1964-Q2,53033.7,40629.2,8938.6,6573.6,5189.5,2591965,0,0,0,0,0,0,0,1964,2,7858,4.418344433282684,3.3211611755890047,13.47819705000397,-3.9477535097232064,3.448313349487897,1.9695262782963852,4.51740685632076,3.3769273828303747,14.428726877040264,-3.8708450930786897,3.5084569969682455,1.9890494075150975
NZL,1964-Q3,53695.9,41080.9,9133.7,6523.5,5314.5,2591965,0,0,0,0,0,0,0,1964,3,7859,4.230450643876971,3.292590504997328,12.146575586967325,-5.770330338559226,3.5333274808822424,1.9695262782963852,4.321209519017266,3.3473961202808544,12.915069847941664,-5.607003328027782,3.5964912280701755,1.9890494075150975
NZL,1964-Q4,54472.8,41651.399999999994,9273.2,6535.4,5517.3,2591965,0,0,0,0,0,0,0,1964,4,7860,4.543522199925043,3.841760535380878,10.114934878262716,-4.850304175347375,6.445515049884953,1.9695262782963852,4.648321332790317,3.916510318949329,10.644187517151682,-4.7345558438529505,6.657774169228103,1.9890494075150975
NZL,1965-Q1,55364.2,42340.4,9356.9,6609.4,5797.9,2640400,0,0,0,0,0,0,0,1965,1,7861,5.338289758195103,4.948950454987333,7.420580684195066,-1.1507953074907815,11.999533282507713,1.8514145520038383,5.483346098593533,5.073456422473699,7.702844251067598,-1.144198985925604,12.749158936662576,1.8686594919298696
NZL,1965-Q2,56372.5,43105.3,9488.8,6720.4,6054.5,2640400,0,0,0,0,0,0,0,1965,2,7862,6.1053890399163535,5.915893946565376,5.973317836306791,2.2086048938268377,15.416444378907634,1.8514145520038383,6.295619577740208,6.094385318933204,6.155326337457745,2.233175124741371,16.668272473263322,1.8686594919298696
NZL,1965-Q3,57497.6,43945.9,9669,6868.4,6287.3,2640400,0,0,0,0,0,0,0,1965,3,7863,6.84065592948766,6.741603866088397,5.6954021595922555,5.152014073384414,16.809279178330705,1.8514145520038383,7.080056391642553,6.974043898746141,5.860713620986013,5.2870391660918115,18.30463825383386,1.8686594919298696
NZL,1965-Q4,58739.5,44862.2,9897.3,7053.4,6496.1,2640400,0,0,0,0,0,0,0,1965,4,7864,7.541091912984932,7.426058785858558,6.513347309237005,7.627621599487711,16.331338663865047,1.8514145520038383,7.832716511726945,7.708744483978935,6.7301470905404726,7.926064204180316,17.740561506534004,1.8686594919298696
NZL,1966-Q1,60098.3,45854.3,10173.9,7275.4,6680.9,2687580,0,0,0,0,0,0,0,1966,1,7865,8.204837946773758,7.972726539031605,8.371157832584508,9.600591617856402,14.17569259880711,1.771073962012082,8.55083248741968,8.299165808542197,8.731524329639084,10.076557630042071,15.22965211542111,1.786850477200419
NZL,1966-Q2,60765.4,46331.100000000006,10310.1,7405.4,6693.8,2687580,0,0,0,0,0,0,0,1966,2,7866,7.503909709634016,7.216748247488702,8.301184156995056,9.70617872434616,10.037992762826953,1.771073962012082,7.792629384895111,7.48353450735757,8.655467498524594,10.19284566394858,10.559088281443564,1.786850477200419
NZL,1966-Q3,60740.8,46292.6,10305.9,7443.3,6534.8,2687580,0,0,0,0,0,0,0,1966,3,7867,5.487242262142722,5.202278915210634,6.379165527196484,8.038311643607976,3.861001639540973,1.771073962012082,5.640583259127352,5.339974832692018,6.587030716723552,8.370217226719468,3.936506926661676,1.786850477200419
NZL,1966-Q4,60024.6,45738.8,10161.2,7389.2,6203.8,2687580,0,0,0,0,0,0,0,1966,4,7868,2.1642064547984674,1.9351383655912713,2.631455274112149,4.6509704629182025,-4.603998930117825,1.771073962012082,2.187795265536807,1.9539835317929244,2.6663837612278307,4.760824566875543,-4.499622850633456,1.786850477200419
NZL,1967-Q1,58616.8,44669.5,9876.1,7243,5700.9,2728115,0,0,0,0,0,0,0,1967,1,7869,-2.4960210036212516,-2.617803627669346,-2.9707920387872733,-0.446330915073645,-15.8628651898848,1.4969734065321203,-2.4651279653501,-2.5838361942064347,-2.92709776978346,-0.4453363388954523,-14.668682363154662,1.5082341734943716
NZL,1967-Q2,57556.9,44001.4,9524.1,7211,5346.7,2728115,0,0,0,0,0,0,0,1967,2,7870,-5.424652431406507,-5.1591990268114785,-7.929856894338094,-2.6601825881948926,-22.470217667576264,1.4969734065321203,-5.280142976101532,-5.028371871162141,-7.623592399685741,-2.6251114051908053,-20.124592906869044,1.5082341734943716
NZL,1967-Q3,56845,43734.3,9105.3,7293.1,5141.3,2728115,0,0,0,0,0,0,0,1967,3,7871,-6.6287364842125385,-5.684942984850139,-12.385988520744997,-2.0385603207081715,-23.983577639364384,1.4969734065321203,-6.41381081579433,-5.526369225318939,-11.649637586237017,-2.017922158182528,-21.324294546122303,1.5082341734943716
NZL,1967-Q4,56481.2,43868.2,8619.6,7489.4,5084.7,2728115,0,0,0,0,0,0,0,1967,4,7872,-6.084663877686047,-4.175726898829879,-16.453786552547278,1.34692128089835,-19.892597681839952,1.4969734065321203,-5.903246335669044,-4.089744374579141,-15.17143644451443,1.3560331294321326,-18.038943873110036,1.5082341734943716
NZL,1968-Q1,56465.3,44403.2,8067,7799.8,5176.8,2758885,0,0,0,0,0,0,0,1968,1,7873,-3.739505472791649,-0.5979403193661526,-20.23360310337381,7.406260712797952,-9.643695235236647,1.1215718079762738,-3.670449427467892,-0.5961562139715104,-18.31795951843339,7.68742233880988,-9.19328527074672,1.127885004847662
NZL,1968-Q2,56940,44905.3,7782.7,8121.1,5267.8,2758885,0,0,0,0,0,0,0,1968,2,7874,-1.0775941873912842,2.033437627722101,-20.192210667313404,11.885797504430151,-1.4866730076580126,1.1215718079762738,-1.0718089403703113,2.054252819228486,-18.284142333658828,12.62099570101234,-1.4756765855574394,1.127885004847662
NZL,1968-Q3,57905.2,45374.4,7766.6,8453.4,5357.7,2758885,0,0,0,0,0,0,0,1968,3,7875,1.8478924982472833,3.681537810095925,-15.902417339020758,14.764003161864103,4.122881273685408,1.1215718079762738,1.8650716861641217,3.750145766595092,-14.702426059547724,15.90955834967296,4.209052185244966,1.127885004847662
NZL,1968-Q4,59361,45810.600000000006,8018.8,8796.5,5446.5,2758885,0,0,0,0,0,0,0,1968,4,7876,4.972960566020568,4.332582137031693,-7.22498951384356,16.086522758563504,6.873716983038314,1.1215718079762738,5.098687704935445,4.427808754405271,-6.970161028353983,17.45266643522847,7.115464039176356,1.127885004847662
NZL,1969-Q1,61307.3,46213.8,8539.2,9150.7,5534.1,2788435,0,0,0,0,0,0,0,1969,1,7877,8.227263212468117,3.996691587085977,5.688566064270617,15.97322867523161,6.674184655258841,1.0653893954794214,8.575178029692566,4.077634044393208,5.853477129044271,17.319674863458047,6.9019471488178,1.0710848766802616
NZL,1969-Q2,62650.8,46701.8,8969.7,9386.8,5711.5,2788435,0,0,0,0,0,0,0,1969,2,7878,9.557836876421,3.922687995815899,14.194890900899717,14.483883408737874,8.086886810365534,1.0653893954794214,10.029504741833506,4.000641349684786,15.251776375807902,15.58532711085936,8.42287102775352,1.0710848766802616
NZL,1969-Q3,63391.4,47274.7,9310.2,9505.1,5978.7,2788435,0,0,0,0,0,0,0,1969,3,7879,9.052101499109533,4.102719931853471,18.127808515963828,11.725976935843896,10.966837451185183,1.0653893954794214,9.474451344611555,4.188044359815213,19.87484871114773,12.441147940473662,11.590794557366024,1.0710848766802616
NZL,1969-Q4,63529.2,47932.3,9560.8,9505.4,6335.6,2788435,0,0,0,0,0,0,0,1969,4,7880,6.786219764474843,4.5274093277583924,17.588262082234962,7.750614307211023,15.121132066576417,1.0653893954794214,7.021781978066399,4.6314608409407265,19.22980994662542,8.05888705735236,16.324244927935382,1.0710848766802616
NZL,1970-Q1,63064.1,48674.8,9721.4,9387.8,6782.3,2828020,0,0,0,0,0,0,0,1970,1,7881,2.8252747135107725,5.188298758031351,12.966231442486986,2.5580594876288387,20.33873261506276,1.4096313592625975,2.865564133471854,5.325249167997437,13.844388233089733,2.5910586075382103,22.554706275636494,1.4196135108044403
NZL,1970-Q2,62919,49171.7,9853.6,9367.7,7069,2828020,0,0,0,0,0,0,0,1970,2,7882,0.42717342519651424,5.153554692410367,9.398463994977568,-0.20368451948495905,21.323734099695105,1.4096313592625975,0.4280871114175744,5.288661250744076,9.854287211389456,-0.20347722333488028,23.76783682044996,1.4196135108044403
NZL,1970-Q3,63093.8,49423.100000000006,9957.2,9445.2,7195.8,2828020,0,0,0,0,0,0,0,1970,3,7883,-0.4705697570321022,4.444265755817156,6.718533424025885,-0.6321820709320747,18.529436945831534,1.4096313592625975,-0.4694643121937681,4.544502662100469,6.949367360529313,-0.6301880043345087,20.3572683024738,1.4196135108044403
NZL,1970-Q4,63588.6,49429,10032.3,9620.2,7162.7,2828020,0,0,0,0,0,0,0,1970,4,7884,0.09345662735409375,3.074769781764175,4.813848217912664,1.2004996313221383,12.270248365605418,1.4096313592625975,0.09350031166770469,3.1225290670382932,4.931595682369672,1.2077345508868742,13.054801439484809,1.4196135108044403
NZL,1971-Q1,64403.3,49189.2,10079,9892.7,6969.7,2875305,0,0,0,0,0,0,0,1971,1,7885,2.1013204586418865,1.0512644842455288,3.6124410350327096,5.238613743966702,2.725590477509421,1.6581935433908512,2.1235536541392097,1.0568096838610377,3.678482523093396,5.378256886597521,2.7630744732612733,1.6720178782328343
NZL,1971-Q2,65190.9,49274.2,10257.8,10102.7,6871.1,2875305,0,0,0,0,0,0,0,1971,2,7886,3.547170377351705,0.208236274011675,4.020152115390374,7.553511298300997,-2.8394817323503574,1.6581935433908512,3.610832975730705,0.2084532363127556,4.10205407160833,7.846109503933718,-2.799547319281359,1.6720178782328343
NZL,1971-Q3,65951.3,49683.6,10568.7,10250.2,6867,2875305,0,0,0,0,0,0,0,1971,3,7887,4.429408288768677,0.5256972534168014,5.960089514950262,8.179054163491095,-4.677019284505413,1.6581935433908512,4.528971150889638,0.5270814659541712,6.14128469850963,8.522847583957983,-4.569332110397739,1.6720178782328343
NZL,1971-Q4,66684.5,50417.7,11011.9,10335.2,6957.2,2875305,0,0,0,0,0,0,0,1971,4,7888,4.753833311147915,1.9805007415518716,9.316661848692576,7.169049018165907,-2.9109910310321396,1.6581935433908512,4.868639976347966,2.0002427724615135,9.764460791642993,7.432277915220053,-2.869029835118042,1.6720178782328343
NZL,1972-Q1,67390.5,51476.3,11587.2,10357.7,7141.8,2929135,0,0,0,0,0,0,0,1972,1,7889,4.533918439554796,4.544742036628513,13.944698921644516,4.593309305252724,2.439266318052269,1.8548402020412524,4.638271641359992,4.649597879209266,14.963786089889886,4.700435674790504,2.4692597959740104,1.872149215474539
NZL,1972-Q2,68282.1,52516.899999999994,12100.9,10365.5,7383.8,2929135,0,0,0,0,0,0,0,1972,2,7890,4.632776452548448,6.373440506576955,16.524143820287662,2.5680269136566736,7.196420137795023,1.8548402020412524,4.741766105392009,6.580928761907856,17.967790364405634,2.6012848050521065,7.461687357191704,1.872149215474539
